battery_level,c02_level,cca2,cca3,cn,device_id,device_name,humidity,ip,latitude,lcd,longitude,scale,temp,timestamp
5,1219,AU,AUS,Australia,167236,sensor-pad-167236T9i4wTjJMx,82,203.5.13.1,-27.0,yellow,133.0,Celsius,16,1458444060263
3,899,PL,POL,Poland,167237,meter-gauge-167237OtGk2R,84,213.5.15.1,52.25,green,21.0,Celsius,12,1458444060263
8,962,UA,UKR,Ukraine,167238,sensor-pad-167238tYdOD,36,217.20.163.54,50.45,green,30.52,Celsius,21,1458444060263
9,1254,BR,BRA,Brazil,167239,meter-gauge-167239Li07xdH,60,200.142.160.1,-23.55,yellow,-46.64,Celsius,14,1458444060263
2,1582,US,USA,United States,167240,sensor-pad-167240JLlVn,56,67.89.152.194,38.0,red,-97.0,Celsius,28,1458444060263
7,928,RU,RUS,Russia,167241,device-mac-1672412mjhvpC,72,195.230.69.196,55.75,green,37.62,Celsius,33,1458444060263
6,1052,US,USA,United States,167242,sensor-pad-167242cqXyi1cSn,82,207.154.85.1,34.65,yellow,-120.02,Celsius,29,1458444060263
8,899,AU,AUS,Australia,167243,meter-gauge-167243LKxxWDTX,31,202.158.199.78,-34.93,green,138.6,Celsius,10,1458444060264
6,1022,CA,CAN,Canada,167244,sensor-pad-167244lZRMBd8,83,206.188.123.109,50.07,yellow,-91.98,Celsius,31,1458444060264
7,1017,TH,THA,Thailand,167245,therm-stick-167245bBZcaDn4,90,203.149.1.50,13.86,yellow,100.51,Celsius,22,1458444060264
7,1556,PL,POL,Poland,167246,sensor-pad-1672464WXsV6J0,66,193.29.255.26,52.23,red,21.02,Celsius,32,1458444060264
9,938,AT,AUT,Austria,167247,device-mac-167247Q2AttX,45,217.15.3.253,47.92,green,16.0,Celsius,34,1458444060264
8,1210,US,USA,United States,167248,sensor-pad-1672484rOqEwl,65,69.20.31.254,29.49,yellow,-98.4,Celsius,14,1458444060264
2,1545,US,USA,United States,167249,meter-gauge-167249wl7x7zM,63,71.3.0.97,38.0,red,-97.0,Celsius,13,1458444060264
5,1037,US,USA,United States,167250,sensor-pad-167250GT2dP,62,216.152.176.203,61.52,yellow,-149.57,Celsius,24,1458444060264
7,1442,UA,UKR,Ukraine,167251,meter-gauge-167251DEFAcSP8,60,77.47.130.1,50.43,red,30.52,Celsius,17,1458444060264
7,1224,RU,RUS,Russia,167252,sensor-pad-167252Xc6rZ2,78,212.192.189.30,55.75,yellow,37.62,Celsius,21,1458444060264
8,1512,JP,JPN,Japan,167253,device-mac-167253QEjJeWpM,46,211.14.9.173,35.69,red,139.69,Celsius,17,1458444060264
3,1126,US,USA,,167254,sensor-pad-1672548FstWFkWP,73,203.192.136.130,35.0,yellow,105.0,Celsius,31,1458444060264
4,1061,KR,KOR,Republic of Korea,167255,therm-stick-167255V8THQ264Z,51,124.59.63.1,37.57,yellow,126.98,Celsius,23,1458444060264
4,1184,ZA,ZAF,South Africa,167256,sensor-pad-167256tlM3x1I4D,54,146.64.125.2,-25.71,yellow,28.23,Celsius,28,1458444060264
3,1349,AG,ATG,Antigua and Barbuda,167257,meter-gauge-167257D2nppimiu,66,209.59.80.1,17.05,yellow,-61.8,Celsius,10,1458444060264
1,1065,MX,MEX,Mexico,167258,sensor-pad-167258D3II0,25,200.94.59.33,25.67,yellow,-100.4,Celsius,29,1458444060264
6,1168,AU,AUS,Australia,167259,device-mac-167259uRYOxXtwh,45,203.134.98.66,-27.0,yellow,133.0,Celsius,15,1458444060264
7,1269,US,USA,,167260,sensor-pad-167260KZOaGO,91,130.117.51.165,47.0,yellow,8.0,Celsius,20,1458444060264
5,1261,DE,DEU,Germany,167261,meter-gauge-1672613cAGknZlX,60,91.196.204.1,51.0,yellow,9.0,Celsius,14,1458444060264
1,846,US,USA,United States,167262,sensor-pad-167262CIo1ExvCC6,99,216.196.229.1,38.0,green,-97.0,Celsius,33,1458444060264
4,962,CH,CHE,Switzerland,167263,meter-gauge-167263owmQd,75,164.128.90.141,47.0,green,8.0,Celsius,27,1458444060264
2,882,KR,KOR,Republic of Korea,167264,sensor-pad-167264f0mbK,46,211.196.228.1,37.57,green,126.98,Celsius,28,1458444060264
2,1593,RO,ROU,Romania,167265,device-mac-167265XJoDoA9F9,98,81.196.202.1,44.43,red,26.1,Celsius,19,1458444060264
5,1424,US,USA,United States,167266,sensor-pad-16726630qy1,31,216.71.5.1,41.26,red,-73.21,Celsius,22,1458444060264
1,1431,SE,SWE,Sweden,167267,meter-gauge-1672674x4476WP,50,81.216.10.30,59.33,red,18.07,Celsius,22,1458444060264
2,1508,US,USA,United States,167268,sensor-pad-167268sO7GU2GZgI,41,128.208.135.1,47.66,red,-122.29,Celsius,34,1458444060264
6,1309,CN,CHN,China,167269,meter-gauge-167269RNF0Ky8,94,125.93.0.53,23.12,yellow,113.25,Celsius,26,1458444060264
6,1578,KR,KOR,Republic of Korea,167270,sensor-pad-167270Qh2owW7,46,210.220.75.1,37.57,red,126.98,Celsius,16,1458444060264
9,1098,US,USA,United States,167271,device-mac-167271gvnCG,75,198.177.232.146,38.0,yellow,-97.0,Celsius,34,1458444060264
0,846,SE,SWE,Sweden,167272,sensor-pad-167272jiw8cen15A,95,213.115.82.5,58.98,green,17.9,Celsius,13,1458444060264
1,816,US,USA,United States,167273,meter-gauge-167273xe6rW8IX6,41,216.92.50.179,40.42,green,-79.98,Celsius,20,1458444060264
6,1302,CN,CHN,China,167274,sensor-pad-167274PjjPmlg,78,61.156.7.12,36.67,yellow,117.0,Celsius,12,1458444060264
8,1243,US,USA,United States,167275,therm-stick-167275qn7YqsQr,58,76.160.125.89,37.61,yellow,-77.44,Celsius,13,1458444060264
6,1085,KR,KOR,Republic of Korea,167276,sensor-pad-167276VFarQ3TLM4,74,222.232.1.1,37.57,yellow,126.98,Celsius,29,1458444060264
2,960,US,USA,,167277,device-mac-167277J60Anl,33,213.248.88.234,47.0,green,8.0,Celsius,26,1458444060264
1,989,US,USA,United States,167278,sensor-pad-167278EM9Ex3DMz0,54,66.60.187.94,38.67,green,-121.15,Celsius,13,1458444060264
3,1067,CN,CHN,China,167279,meter-gauge-167279PygVtPq4PP,32,211.88.255.21,39.93,yellow,116.39,Celsius,17,1458444060264
9,1054,FR,FRA,France,167280,sensor-pad-1672807p1sg,88,82.125.44.1,43.6,yellow,1.44,Celsius,27,1458444060264
0,1213,BD,BGD,Bangladesh,167281,meter-gauge-167281d31Bq,39,202.125.68.1,23.72,yellow,90.41,Celsius,19,1458444060264
4,866,IN,IND,India,167282,sensor-pad-167282fQuDtXSy5,25,122.166.32.214,12.98,green,77.58,Celsius,26,1458444060264
0,1296,ZA,ZAF,South Africa,167283,device-mac-167283EQ0s2,74,41.221.227.250,-29.0,yellow,24.0,Celsius,23,1458444060265
0,1317,ES,ESP,Spain,167284,sensor-pad-1672849Vgz6,61,87.217.71.17,37.34,yellow,-6.54,Celsius,19,1458444060265
0,1173,US,USA,United States,167285,therm-stick-167285cg0zZw19ij,93,64.58.200.190,35.79,yellow,-91.65,Celsius,19,1458444060265
1,969,AE,ARE,United Arab Emirates,167286,sensor-pad-167286C6eS8T6uv,71,212.117.160.22,24.0,green,54.0,Celsius,24,1458444060265
1,1260,JP,JPN,Japan,167287,meter-gauge-167287WRfyAM5,36,219.160.1.133,35.69,yellow,139.69,Celsius,12,1458444060265
7,1065,US,USA,United States,167288,sensor-pad-167288ORLUriPCO,25,216.128.192.254,30.75,yellow,-83.35,Celsius,16,1458444060265
3,1227,RU,RUS,Russia,167289,device-mac-167289LsR3fek,41,217.18.142.1,55.75,yellow,37.62,Celsius,32,1458444060265
8,1438,US,USA,United States,167290,sensor-pad-167290MQ6ZE9Nw,93,70.159.4.3,33.93,red,-84.4,Celsius,34,1458444060265
8,1404,US,USA,United States,167291,meter-gauge-1672912Xg2No,96,64.129.54.22,29.71,red,-95.47,Celsius,28,1458444060265
6,1031,BD,BGD,Bangladesh,167292,sensor-pad-167292T513oTsS,60,119.30.46.1,23.72,yellow,90.41,Celsius,25,1458444060265
0,1413,NO,NOR,Norway,167293,meter-gauge-167293Q270N,57,80.91.224.12,59.95,red,10.75,Celsius,18,1458444060265
1,1447,FR,FRA,France,167294,sensor-pad-167294eo7YM0g7nL,51,213.228.26.193,48.86,red,2.35,Celsius,11,1458444060265
8,1321,CA,CAN,Canada,167295,device-mac-167295VamNpYc,85,206.167.211.1,45.57,yellow,-73.57,Celsius,19,1458444060265
4,819,IT,ITA,Italy,167296,sensor-pad-167296A2LHdtiA,55,194.244.112.170,42.83,green,12.83,Celsius,11,1458444060265
6,961,SG,SGP,Singapore,167297,meter-gauge-167297cIdwsYC,34,116.0.71.70,1.37,green,103.8,Celsius,32,1458444060265
7,1179,US,USA,United States,167298,sensor-pad-167298S2akt,84,63.218.253.10,38.98,yellow,-77.38,Celsius,23,1458444060265
7,1480,NL,NLD,Netherlands,167299,meter-gauge-167299igkLTdQd7,99,213.51.161.79,53.16,red,6.37,Celsius,17,1458444060265
3,1478,CN,CHN,China,167300,sensor-pad-167300eQNVhdMr,71,221.9.239.198,43.88,red,125.32,Celsius,28,1458444060265
6,1566,FR,FRA,France,167301,device-mac-167301Acc33riw,30,89.149.187.226,48.86,red,2.35,Celsius,27,1458444060265
5,972,SE,SWE,Sweden,167302,sensor-pad-1673024ZT3sMLxp,89,130.244.49.14,59.33,green,18.07,Celsius,14,1458444060265
5,1493,DE,DEU,Germany,167303,meter-gauge-167303Ue8kk,51,213.179.136.1,51.0,red,9.0,Celsius,26,1458444060265
3,1412,JP,JPN,Japan,167304,sensor-pad-1673046HwVe4o,87,59.128.9.42,35.69,red,139.69,Celsius,11,1458444060265
0,1267,BE,BEL,Belgium,167305,therm-stick-167305lu7FL79,44,212.3.238.17,50.9,yellow,5.4,Celsius,13,1458444060265
6,1078,US,USA,United States,167306,sensor-pad-167306OuzPmPZZdM,94,70.191.31.1,38.0,yellow,-97.0,Celsius,14,1458444060265
2,848,NL,NLD,Netherlands,167307,device-mac-1673079eFgME6,40,85.191.34.1,52.37,green,4.9,Celsius,25,1458444060265
0,1227,UA,UKR,Ukraine,167308,sensor-pad-167308srzhw,58,195.191.56.1,50.45,yellow,30.52,Celsius,14,1458444060265
7,1461,US,USA,United States,167309,meter-gauge-167309Aw2j4rIY,93,68.72.178.1,38.0,red,-97.0,Celsius,33,1458444060265
7,934,PL,POL,Poland,167310,sensor-pad-167310BG1hzHS,77,78.28.0.197,52.59,green,19.09,Celsius,23,1458444060265
0,1467,VN,VNM,Vietnam,167311,meter-gauge-167311EpZdmA,39,203.113.185.214,21.03,red,105.85,Celsius,11,1458444060265
8,1391,PL,POL,Poland,167312,sensor-pad-167312XF0H7kd,68,88.199.239.205,52.23,yellow,21.02,Celsius,12,1458444060265
7,959,ID,IDN,Indonesia,167313,device-mac-167313qcbpPz4ad,69,202.147.224.66,-6.17,green,106.83,Celsius,21,1458444060265
7,1503,CO,COL,Colombia,167314,sensor-pad-167314dAEGb,93,190.84.126.1,4.6,red,-74.08,Celsius,11,1458444060265
5,1008,VE,VEN,Venezuela,167315,therm-stick-167315nONUmYu,97,200.84.128.1,8.0,yellow,-66.0,Celsius,31,1458444060265
3,1134,JP,JPN,Japan,167316,sensor-pad-167316su5rg7,68,60.84.100.1,35.69,yellow,139.69,Celsius,20,1458444060265
9,1145,JP,JPN,Japan,167317,meter-gauge-167317PrRXRy,31,210.252.168.162,35.69,yellow,139.69,Celsius,10,1458444060265
3,1408,DE,DEU,Germany,167318,sensor-pad-167318UyIo5u,30,62.154.62.65,51.0,red,9.0,Celsius,33,1458444060265
5,1064,ES,ESP,Spain,167319,device-mac-1673199AFLm3cy,83,147.96.41.1,40.41,yellow,-3.69,Celsius,22,1458444060265
0,863,GB,GBR,United Kingdom,167320,sensor-pad-1673202qF7iZq,65,62.96.24.1,51.5,green,-0.13,Celsius,33,1458444060265
1,832,DE,DEU,Germany,167321,meter-gauge-1673210xLhoH4Y3M,49,212.227.227.26,51.0,green,9.0,Celsius,20,1458444060265
6,1325,LV,LVA,Latvia,167322,sensor-pad-167322UI9LN,96,159.148.30.240,56.95,yellow,24.1,Celsius,28,1458444060265
3,1585,DE,DEU,Germany,167323,meter-gauge-167323hIf5UlA8,63,213.218.28.254,51.0,red,9.0,Celsius,20,1458444060265
0,940,US,USA,United States,167324,sensor-pad-167324KpQyprwF,46,24.233.164.1,26.27,green,-80.26,Celsius,28,1458444060266
1,923,CZ,CZE,Czech Republic,167325,device-mac-1673259litUdDgwJ,80,89.233.177.1,50.08,green,14.47,Celsius,11,1458444060266
8,1250,CA,CAN,Canada,167326,sensor-pad-167326WkpCfQ,56,216.113.36.2,43.64,yellow,-79.39,Celsius,10,1458444060266
4,1294,ID,IDN,Indonesia,167327,meter-gauge-167327IlcLV,33,202.148.14.34,-6.17,yellow,106.83,Celsius,31,1458444060266
8,1315,MX,MEX,Mexico,167328,sensor-pad-167328sC2ADajODc,52,200.23.212.9,25.67,yellow,-100.32,Celsius,26,1458444060266
1,1076,US,USA,United States,167329,meter-gauge-167329grn9zSPmg,35,209.11.239.109,41.02,yellow,-83.68,Celsius,34,1458444060266
1,865,US,USA,United States,167330,sensor-pad-167330mhIWz7U,96,137.88.129.22,41.33,green,-104.67,Celsius,12,1458444060266
6,1004,US,USA,United States,167331,device-mac-167331iCV1NTWbIH,36,154.54.43.14,38.0,yellow,-97.0,Celsius,30,1458444060266
9,1537,JP,JPN,Japan,167332,sensor-pad-167332Z5cJN,64,61.245.95.1,35.69,red,139.75,Celsius,29,1458444060266
1,1208,US,USA,United States,167333,meter-gauge-167333XBFFG,80,147.134.144.30,41.29,yellow,-96.17,Celsius,19,1458444060266
4,1156,JP,JPN,Japan,167334,sensor-pad-167334z597A,47,221.245.127.1,35.69,yellow,139.75,Celsius,14,1458444060266
5,1517,JP,JPN,Japan,167335,therm-stick-167335bhZE5h7bF,62,211.5.189.28,35.69,red,139.69,Celsius,29,1458444060266
0,1485,US,USA,United States,167336,sensor-pad-167336DHRafcu,57,74.1.21.1,37.39,red,-121.9,Celsius,18,1458444060266
9,1403,DE,DEU,Germany,167337,device-mac-167337nT9JQTWHM0,59,83.220.157.121,51.0,red,9.0,Celsius,33,1458444060266
0,1560,JP,JPN,Japan,167338,sensor-pad-167338FbiHgK,96,163.139.128.181,35.69,red,139.69,Celsius,28,1458444060266
6,1056,US,USA,United States,167339,meter-gauge-167339LVN8JA,49,206.15.252.130,38.58,yellow,-121.49,Celsius,30,1458444060266
1,1064,NG,NGA,Nigeria,167340,sensor-pad-167340POam6,65,41.138.162.1,6.45,yellow,3.4,Celsius,24,1458444060266
9,947,KR,KOR,Republic of Korea,167341,meter-gauge-167341OdBLmGwl,36,221.138.198.1,37.57,green,126.98,Celsius,14,1458444060266
4,1068,HK,HKG,Hong Kong,167342,sensor-pad-167342czXVl,33,118.143.235.2,22.25,yellow,114.17,Celsius,21,1458444060266
0,801,DE,DEU,Germany,167343,device-mac-167343vYZSeRPzi9,84,62.214.127.246,51.0,green,9.0,Celsius,31,1458444060266
0,1293,US,USA,United States,167344,sensor-pad-167344bwTsWxRxo0,70,68.85.186.194,38.0,yellow,-97.0,Celsius,33,1458444060266
0,1084,CN,CHN,China,167345,therm-stick-167345qpb1iw8t1Q,43,222.174.96.7,36.67,yellow,117.0,Celsius,12,1458444060266
1,1394,US,USA,United States,167346,sensor-pad-167346mFL07VzMGd,78,207.138.144.101,38.0,yellow,-97.0,Celsius,31,1458444060266
5,1445,US,USA,United States,167347,meter-gauge-167347Z2GWTI5DSz,47,64.125.199.21,29.77,red,-95.5,Celsius,34,1458444060266
5,1435,US,USA,United States,167348,sensor-pad-167348ot1bd5,75,198.6.1.202,38.0,red,-97.0,Celsius,25,1458444060266
3,863,US,USA,United States,167349,device-mac-167349xttW8YTex,40,64.62.128.162,37.52,green,-121.9,Celsius,29,1458444060266
0,1551,JP,JPN,Japan,167350,sensor-pad-167350Mgyj1aq9I,25,61.45.96.5,35.69,red,139.75,Celsius,13,1458444060266
4,1081,IN,IND,India,167351,meter-gauge-1673517SqcX,33,59.145.6.50,28.6,yellow,77.2,Celsius,10,1458444060266
0,971,GB,GBR,United Kingdom,167352,sensor-pad-167352RSlyex,35,166.49.232.82,51.51,green,-0.09,Celsius,12,1458444060266
9,1358,US,USA,United States,167353,meter-gauge-167353jXlORhK,55,128.119.186.146,42.37,yellow,-72.52,Celsius,19,1458444060266
3,1002,BR,BRA,Brazil,167354,sensor-pad-1673543Y1ykH51,49,150.162.31.1,-27.58,yellow,-48.57,Celsius,32,1458444060267
0,986,JP,JPN,Japan,167355,device-mac-167355EIcNEcB7,73,218.223.255.218,35.69,green,139.69,Celsius,23,1458444060267
7,890,CN,CHN,China,167356,sensor-pad-167356w75te1oi,80,219.72.224.8,39.93,green,116.39,Celsius,12,1458444060267
5,1465,JP,JPN,Japan,167357,meter-gauge-167357R5vQXu,66,210.188.247.236,35.69,red,139.69,Celsius,34,1458444060267
4,1529,PL,POL,Poland,167358,sensor-pad-167358XDz9w,63,83.142.184.22,50.08,red,19.92,Celsius,12,1458444060267
7,1591,JP,JPN,Japan,167359,meter-gauge-167359Zf4YXQud,93,211.14.209.150,35.69,red,139.69,Celsius,11,1458444060267
1,1414,US,USA,United States,167360,sensor-pad-167360jyncS,34,24.164.211.24,38.0,red,-97.0,Celsius,33,1458444060267
7,1509,GB,GBR,United Kingdom,167361,device-mac-1673616YuhQNJzC1,89,87.245.243.14,51.5,red,-0.13,Celsius,13,1458444060267
8,1452,AU,AUS,Australia,167362,sensor-pad-1673620c2lPYK7sa,51,119.225.19.10,-37.8,red,144.94,Celsius,12,1458444060267
6,1535,CA,CAN,Canada,167363,meter-gauge-167363E8MKl,85,70.55.86.1,45.28,red,-73.28,Celsius,12,1458444060267
7,1452,JP,JPN,Japan,167364,sensor-pad-167364cyWeBLy9,79,202.224.93.86,35.69,red,139.69,Celsius,18,1458444060267
0,1221,PL,POL,Poland,167365,therm-stick-167365FRN9lyq,42,80.55.88.1,52.23,yellow,21.02,Celsius,12,1458444060267
7,1152,JP,JPN,Japan,167366,sensor-pad-167366cwmr8,72,125.55.97.1,35.69,yellow,139.69,Celsius,19,1458444060267
4,1548,US,USA,United States,167367,device-mac-167367TuqJ6Xml6D,68,65.59.200.78,38.0,red,-97.0,Celsius,20,1458444060267
7,960,US,USA,United States,167368,sensor-pad-167368pejw6Hu,81,129.66.129.233,34.75,green,-86.69,Celsius,18,1458444060267
3,891,US,USA,United States,167369,meter-gauge-167369LpDBSMXoh,90,66.158.168.199,39.97,green,-86.18,Celsius,14,1458444060267
6,1428,IE,IRL,Ireland,167370,sensor-pad-167370UF5sTypcG,40,87.192.237.1,53.35,red,-6.26,Celsius,25,1458444060267
2,1227,BE,BEL,Belgium,167371,meter-gauge-167371KwoDU,41,87.67.13.1,50.85,yellow,4.35,Celsius,30,1458444060267
6,1418,JP,JPN,Japan,167372,sensor-pad-167372lxNIJT7E,64,222.7.167.245,35.69,red,139.69,Celsius,12,1458444060267
7,893,US,USA,United States,167373,device-mac-167373XwKNaL48zn,34,72.67.10.1,33.54,green,-117.04,Celsius,32,1458444060267
0,1327,RU,RUS,Russia,167374,sensor-pad-167374rhaAEXddj,86,195.151.252.94,55.75,yellow,37.62,Celsius,10,1458444060267
1,958,DE,DEU,Germany,167375,therm-stick-167375Fh4mea,83,145.253.12.37,51.0,green,9.0,Celsius,10,1458444060267
6,1280,US,USA,United States,167376,sensor-pad-167376Wfx9Xkt8v,57,12.94.119.210,38.0,yellow,-97.0,Celsius,23,1458444060267
4,854,US,USA,United States,167377,meter-gauge-167377yqcIy6prb,71,74.204.158.1,34.04,green,-94.33,Celsius,11,1458444060267
2,1083,RU,RUS,Russia,167378,sensor-pad-167378GE19B8,77,84.204.160.1,55.75,yellow,37.62,Celsius,16,1458444060267
8,828,US,USA,United States,167379,device-mac-167379dZjMAq9hQ,32,209.204.185.1,38.39,green,-122.75,Celsius,21,1458444060267
9,1429,GB,GBR,United Kingdom,167380,sensor-pad-167380otDIG,59,212.159.64.17,51.5,red,-0.13,Celsius,13,1458444060267
3,1404,DK,DNK,Denmark,167381,meter-gauge-16738156QobqD,84,193.111.162.161,55.67,red,12.58,Celsius,23,1458444060267
9,1352,SD,SDN,Sudan,167382,sensor-pad-1673820gnnB9ZuP8,57,196.29.176.41,15.0,yellow,30.0,Celsius,11,1458444060267
9,1058,FR,FRA,France,167383,meter-gauge-167383rdY1W,81,86.216.84.1,45.06,yellow,2.31,Celsius,30,1458444060267
7,1371,US,USA,United States,167384,sensor-pad-167384di8N3gan,50,141.216.95.1,43.01,yellow,-83.69,Celsius,12,1458444060267
4,1488,US,USA,United States,167385,device-mac-1673853soHVYYVJw,29,69.74.221.125,40.92,red,-73.78,Celsius,22,1458444060267
0,1291,FR,FRA,France,167386,sensor-pad-167386Z6Ljo,61,194.116.144.56,48.86,yellow,2.35,Celsius,27,1458444060267
3,874,US,USA,United States,167387,meter-gauge-167387ck3RUqa,56,68.85.253.101,38.0,green,-97.0,Celsius,11,1458444060267
7,1257,IN,IND,India,167388,sensor-pad-167388KSJv1u25R9,35,202.56.248.94,28.6,yellow,77.2,Celsius,17,1458444060267
4,1138,CN,CHN,China,167389,meter-gauge-167389H9aW6nY,39,218.65.27.147,28.55,yellow,115.93,Celsius,27,1458444060267
4,881,US,USA,United States,167390,sensor-pad-167390HOlQK2WY,37,64.122.67.81,38.0,green,-97.0,Celsius,31,1458444060267
3,843,US,USA,United States,167391,device-mac-167391jdB0qr,41,24.249.117.29,37.38,green,-97.28,Celsius,29,1458444060267
7,1310,US,USA,United States,167392,sensor-pad-167392goUhuYkC,74,71.109.152.1,34.25,yellow,-119.16,Celsius,17,1458444060267
9,1226,KR,KOR,Republic of Korea,167393,meter-gauge-167393vOItw,29,61.109.150.1,37.57,yellow,126.98,Celsius,29,1458444060267
9,1504,US,USA,United States,167394,sensor-pad-167394gCyClUPN,76,67.40.80.217,38.0,red,-97.0,Celsius,25,1458444060267
7,1140,JP,JPN,Japan,167395,therm-stick-167395bMq3sy,79,59.128.15.106,35.69,yellow,139.69,Celsius,31,1458444060267
4,894,KR,KOR,Republic of Korea,167396,sensor-pad-167396jEfcd2z,85,58.121.73.1,37.57,green,126.98,Celsius,13,1458444060268
9,1343,JP,JPN,Japan,167397,device-mac-167397N3YEtt3,65,192.218.208.224,35.69,yellow,139.69,Celsius,20,1458444060268
9,1440,CN,CHN,China,167398,sensor-pad-167398cPTuMT8,68,61.147.253.30,32.06,red,118.78,Celsius,20,1458444060268
0,990,US,USA,United States,167399,meter-gauge-167399U2CjZGvUMj,69,76.2.224.1,40.38,green,-82.5,Celsius,32,1458444060268
8,845,AU,AUS,Australia,167400,sensor-pad-167400ooCCSHYTe,56,203.213.128.17,-33.87,green,151.21,Celsius,32,1458444060268
0,1416,CN,CHN,China,167401,meter-gauge-1674012WjkNwiePJ,26,211.167.91.59,39.93,red,116.39,Celsius,20,1458444060268
7,1025,KR,KOR,Republic of Korea,167402,sensor-pad-167402GlyZtHY,78,125.133.10.1,37.57,yellow,126.98,Celsius,22,1458444060268
3,902,CN,CHN,China,167403,device-mac-167403689Vmg,44,220.177.208.61,28.55,green,115.93,Celsius,10,1458444060268
1,1583,CN,CHN,China,167404,sensor-pad-167404r4EP50toU0,73,61.48.234.9,39.93,red,116.39,Celsius,22,1458444060268
1,1363,HK,HKG,Hong Kong,167405,therm-stick-167405OLBCHWwK,75,199.229.216.250,22.28,yellow,114.15,Celsius,30,1458444060268
8,904,FR,FRA,France,167406,sensor-pad-167406OFaiAjoHbZ,90,109.3.122.25,48.86,green,2.35,Celsius,28,1458444060268
2,1000,US,USA,United States,167407,meter-gauge-167407aWSsSJ,70,65.119.138.253,38.0,green,-97.0,Celsius,22,1458444060268
5,1121,US,USA,United States,167408,sensor-pad-167408QSsX9k92SF,28,38.114.75.252,38.85,yellow,-89.94,Celsius,33,1458444060268
2,1331,US,USA,United States,167409,device-mac-167409yoZGW,60,68.14.146.1,41.36,yellow,-71.8,Celsius,11,1458444060268
7,1087,AU,AUS,Australia,167410,sensor-pad-167410My3POizU,26,203.14.173.1,-27.0,yellow,133.0,Celsius,34,1458444060268
5,1132,US,USA,United States,167411,meter-gauge-167411JovDHcLCj,34,69.7.229.102,40.59,yellow,-75.35,Celsius,33,1458444060268
3,1583,US,USA,United States,167412,sensor-pad-167412sLK7PBCU,33,209.68.46.88,40.45,red,-79.93,Celsius,25,1458444060268
0,1419,CN,CHN,China,167413,meter-gauge-167413nvLDhcSFXB,87,123.138.16.102,34.26,red,108.93,Celsius,10,1458444060268
4,1254,CN,CHN,China,167414,sensor-pad-167414YWOc6,84,218.19.208.52,23.12,yellow,113.25,Celsius,29,1458444060268
5,1357,AU,AUS,Australia,167415,device-mac-167415FHut3yeh,32,203.143.64.153,-38.1,yellow,145.17,Celsius,25,1458444060268
5,1571,TH,THA,Thailand,167416,sensor-pad-167416mzGFrkKJ,53,125.26.81.1,13.75,red,100.47,Celsius,30,1458444060268
5,1479,FR,FRA,France,167417,meter-gauge-167417KkPovg,36,90.26.74.1,46.77,red,6.35,Celsius,21,1458444060268
9,1445,US,USA,United States,167418,sensor-pad-1674188DDPEg,91,199.245.230.121,41.79,red,-88.08,Celsius,23,1458444060268
8,890,US,USA,United States,167419,meter-gauge-1674195WoYuPEn,98,69.0.236.97,33.75,green,-84.39,Celsius,28,1458444060268
6,1430,KR,KOR,Republic of Korea,167420,sensor-pad-167420jtz1q,77,222.100.177.142,37.57,red,126.98,Celsius,18,1458444060268
5,1288,NL,NLD,Netherlands,167421,device-mac-167421ZIn02x,76,62.163.216.1,52.37,yellow,5.21,Celsius,28,1458444060268
6,1226,US,USA,,167422,sensor-pad-167422pmqouHM,30,200.58.250.5,0.0,yellow,0.0,Celsius,12,1458444060268
9,1201,GB,GBR,United Kingdom,167423,meter-gauge-167423FKDGvuEirW,40,87.246.99.145,51.5,yellow,-0.13,Celsius,21,1458444060268
0,959,DK,DNK,Denmark,167424,sensor-pad-167424JLlllrI2A,45,192.38.18.1,55.68,green,12.57,Celsius,30,1458444060268
3,849,US,USA,United States,167425,therm-stick-167425F0kD0,32,206.130.97.173,41.69,green,-111.81,Celsius,20,1458444060268
7,1282,KZ,KAZ,Kazakhstan,167426,sensor-pad-167426OoEjz4x0z,65,92.47.145.129,48.0,yellow,68.0,Celsius,25,1458444060268
1,1493,DE,DEU,Germany,167427,device-mac-167427EPfSHj5,97,80.228.98.114,51.0,red,9.0,Celsius,34,1458444060268
9,1467,CN,CHN,China,167428,sensor-pad-167428XOlCB6mz4,44,218.206.11.6,29.56,red,106.55,Celsius,20,1458444060268
0,1509,RU,RUS,Russia,167429,meter-gauge-1674299bbdSyK1f,42,84.204.99.158,55.75,red,37.62,Celsius,17,1458444060268
6,1112,US,USA,United States,167430,sensor-pad-167430ibv5xTBZ,68,216.187.94.1,40.69,yellow,-74.02,Celsius,32,1458444060268
1,951,KR,KOR,Republic of Korea,167431,meter-gauge-167431t1arvNe,65,211.187.93.1,37.57,green,126.98,Celsius,23,1458444060268
2,856,SE,SWE,Sweden,167432,sensor-pad-167432ftXv7RK,45,194.68.237.1,59.33,green,18.07,Celsius,13,1458444060268
9,1332,BD,BGD,Bangladesh,167433,device-mac-167433cK2tzG,33,202.22.200.43,23.72,yellow,90.41,Celsius,29,1458444060268
3,1567,US,USA,United States,167434,sensor-pad-167434wqrrNM,76,204.255.168.217,38.0,red,-97.0,Celsius,23,1458444060268
6,1225,KR,KOR,Republic of Korea,167435,therm-stick-167435UwcMbEJaU,83,211.115.195.189,37.57,yellow,126.98,Celsius,26,1458444060268
